age,age_cats,married,gender,race,educ,par1_educ,par2_educ,partisan_7pt,curr_county,curr_dem_margin,curr_phi_80_96,curr_phi_00_16,curr_pop,curr_white_alone,curr_workers_outside_home,curr_bach_degree_higher,curr_median_income,curr_gini,curr_avg_commute,curr_city,hs_county,hs_dem_margin,hs_phi_80_96,hs_phi_00_16,hs_pop,hs_white_alone,hs_workers_outside_home,hs_bach_degree_higher,hs_median_income,hs_gini,hs_avg_commute,hs_city,tenure,county_7pt,city_7pt,city_income,vote_primary,vote_pres,vote_local,why_vote,vote_duty,vote_choice,protest,petition,campaign,money_pol,money_soc,contact_congress,contact_local,volunteer_org,volunteer_solo,volunteer_hrs,par_volunteer,par_pol,par_events,citizen_voting,citizen_volunteer,citizen_protest,fam_size,fam_partisan,fam_convo,school,school_sports,school_volunteer,school_political,club_volunteer,club_political,hs_voice,employ,work_hrs,work_convos,work_political,school_hrs,religion,social_trust,neighbor,interest,f2f_comfort,f2f_different,end_friend,best_interest,hate_speech,disruption,govt_trust,efficacy,govt_services,num_contacts,talk_pol,talk_pol_sim,pol_discuss,soc_media,sm_hrs,web_hrs,tv_hrs,sm_comfort,sm_different,post_similar,post_different,add_political,partisan_3pt
24,18-29,Single,Female,Asian,4-year,Post-grad,4-year,Liberal,"onslow, nc",-34.3,22.38,30.6,183753,136587,83708,18884,46335,0.4062,23.66368806,"Jacksonville, NC","onslow, nc",-34.3,22.38,30.6,183753,136587,83708,18884,46335,0.4062,23.66368806,"Jacksonville, NC",10,Conservative,Conservative,Middle class,No,Yes,Yes,Mainly a choice,A little strongly,Moderately strongly,No,Yes,No,No,No,No,No,No,No,Zero,Never,Not at all,Rarely,A little,A little,A little,4,1,Often,Public school,Very important,Not too important,Not at all important,Not very often,Rarely,Not very often,Full-time,40,1,1,0,A few times a year,About half the time,Not too comfortable,Most of the time,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Agree,Some of the time,Disagree,Govt should provide more services,5,5,1,Almost never,,Zero to two,Zero to two,Less than 1 hour,Very comfortable,Very comfortable,Not very often,Rarely,Rarely,Liberal
19,18-29,Single,Female,White,Some college,Post-grad,2-year,Slightly Liberal,"person, nc",-17.1,10.56,13.78,39262,26999,15829,4035,42105,0.4325,29.98704909,"Roxboro, NC","person, nc",-17.1,10.56,13.78,39262,26999,15829,4035,42105,0.4325,29.98704909,"Roxboro, NC",15,Conservative,Conservative,Middle class,Yes,Yes,Yes,Mainly a choice,A little strongly,Moderately strongly,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Five to ten,Never,Not at all,Rarely,A little,A little,A little,4,1,Often,Public school,Very important,Very important,Somewhat important,Not very often,Often,Often,Student,0,,,,A few times a year,Some of the time,Not too comfortable,About half the time,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,No,Agree,Some of the time,Disagree,Govt should provide many more services,5,4,3,Most of the time,Yes,Zero to two,Zero to two,Less than 1 hour,Very comfortable,Very comfortable,Not very often,Rarely,Rarely,Liberal
18,18-29,Single,Female,Black,Some college,Some college,High school graduate,Slightly Liberal,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,"Charlotte, NC","mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,"Mint Hill, NC",3,Slightly Conservative,Liberal,Middle class,Yes,Yes,No,Mainly a duty,A little strongly,A little strongly,Yes,No,No,No,No,Yes,No,Yes,Yes,One to Four,A few times a year,Not at all,Rarely,A moderate amount,A great deal,A moderate amount,1,0,Not very often,Public school,Somewhat important,Somewhat important,Very important,Very often,Not very often,Very often,Part-time,10,0,0,24,Once or twice a month,Always,Somewhat comfortable,Some of the time,Not too comfortable,Not too comfortable,No,A moderate amount,No,Disagree,Never,Agree,Govt provides the right amount of services,5,2,2,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Somewhat comfortable,Somewhat comfortable,Very often,Often,Rarely,Liberal
21,18-29,Single,Female,White,Some college,4-year,4-year,Slightly Liberal,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Raleigh, NC","wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Wake forest, NC",11,Slightly Conservative,Moderate,Middle class,No,No,No,Mainly a choice,A little strongly,Very strongly,Yes,Yes,No,No,No,No,No,Yes,Yes,Five to ten,Never,Not at all,Rarely,A little,A great deal,A moderate amount,5,5,Rarely,Public school,Somewhat important,Somewhat important,Not too important,Very often,Rarely,Not very often,Student,17.5,3,2,30,Never,About half the time,Not too comfortable,Some of the time,Not too comfortable,Not too comfortable,No,A moderate amount,No,Disagree,Some of the time,Disagree,Govt should provide more services,5,1,1,Occasionally,Yes,Zero to two,Two to four,One to three,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Liberal
49,45-59,Married,Female,Mixed,Some college,High school graduate,High school graduate,Slightly Conservative,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,"Charlotte, NC","anne arundel, md",2.3,17.64,4.78,555280,414935,276094,144950,89860,0.4162,29.74068614,"Fort Mead, MD",11,Slightly Liberal,Liberal,Middle class,Yes,Yes,No,Mainly a choice,Not at all,Very strongly,No,No,No,No,No,No,No,Yes,No,More than ten,A few times a year,Not at all,Rarely,A moderate amount,A great deal,A little,6,6,Very often,Public school,Very important,Not too important,Not too important,Rarely,Rarely,Rarely,Full-time,42,5,1,,Once or twice a month,Some of the time,Not comfortable at all,Always,Somewhat comfortable,Somewhat comfortable,No,A little,Yes,Disagree,Some of the time,Disagree,Govt should provide more services,5,2,1,Almost all the time,Yes,Zero to two,Two to four,More than three hours,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Conservative
47,45-59,Married,Male,Mixed,4-year,High school graduate,High school graduate,Conservative,"mecklenburg, nc",29.4,9.92,16.54,990288,561253,461664,275628,56854,0.4939,25.2675214,"Charlotte, NC","anne arundel, md",2.3,17.64,4.78,555280,414935,276094,144950,89860,0.4162,29.74068614,"Fort Mead, MD",11,Liberal,Liberal,Middle class,Yes,Yes,No,Mainly a duty,Very strongly,Moderately strongly,No,No,No,No,No,No,No,No,No,One to Four,Never,Not at all,Rarely,A moderate amount,A moderate amount,A moderate amount,6,2,Very often,Public school,Very important,Not at all important,Not at all important,Not very often,Not very often,Often,Part-time,19,3,0,25,A few times a year,Some of the time,Somewhat comfortable,Always,Very comfortable,Very comfortable,No,A moderate amount,Yes,Disagree,Most of the time,Disagree,Govt provides the right amount of services,5,2,2,Occasionally,No,Zero to two,More than six,One to three,Very comfortable,Very comfortable,Rarely,Rarely,Rarely,Conservative
22,18-29,Single,Female,Asian,2-year,Some college,Some college,Moderate,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel-Hill,"harnett, nc",-23.6,13.04,22.24,124320,84461,48383,15279,46353,0.4269,28.71876486,Spring Lake,9,Moderate,Moderate,Middle class,No,No,No,Mainly a choice,A little strongly,Moderately strongly,Yes,No,No,No,No,No,No,Yes,Yes,More than ten,Never,Not at all,Rarely,A little,A great deal,None at all,3,3,Often,Public school,Very important,Very important,Not too important,Very often,Rarely,Not very often,Student,28,2,0,21,Never,About half the time,Not comfortable at all,Never,Not too comfortable,Not comfortable at all,No,A little,No,Strongly disagree,Never,Agree,Govt provides the right amount of services,5,2,2,Occasionally,Yes,More than six,Two to four,More than three hours,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Moderate
19,18-29,Single,Female,Black,High school graduate,Some college,Don't Know,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,Chapel-Hill,"bladen, nc",-9.4,19.62,4.44,34720,20102,12676,3301,30096,0.4833,25.11202272,Elizabethtown,2,Conservative,Conservative,Poor,Yes,Yes,No,Mainly a duty,Moderately strongly,Not at all,Yes,Yes,No,No,No,No,No,Yes,No,One to Four,Never,Not at all,Rarely,A moderate amount,A great deal,A great deal,7,7,Rarely,Public school,Very important,Not too important,Not too important,Very often,Rarely,Often,Part-time,10,1,0,15,Almost every week,Some of the time,Not too comfortable,About half the time,Somewhat comfortable,Very comfortable,No,A little,No,Agree,Some of the time,Strongly disagree,Govt should provide many more services,3,1,1,Occasionally,Yes,Two to four,Zero to two,Less than 1 hour,Not comfortable at all,Very comfortable,Rarely,Rarely,Rarely,Liberal
49,45-59,Married,Male,Black,High school graduate,No HS,Don't Know,Slightly Liberal,"bladen, nc",-9.4,19.62,4.44,34720,20102,12676,3301,30096,0.4833,25.11202272,Kelly,"bladen, nc",-9.4,19.62,4.44,34720,20102,12676,3301,30096,0.4833,25.11202272,Elizabethtown,47,Extremely Conservative,Slightly Liberal,Poor,Yes,Yes,Yes,Mainly a duty,Very strongly,Not at all,No,No,No,No,No,No,No,Yes,No,,A few times a year,Moderately involved,Not very often,A great deal,A great deal,A great deal,4,4,Very often,Public school,Very important,Very important,Very important,Often,Not very often,Not very often,Other,0,3,2,0,Every week,Some of the time,Not comfortable at all,Most of the time,Very comfortable,Very comfortable,Yes,None at all,Yes,Disagree,Never,Strongly agree,Govt should provide more services,4,3,3,Occasionally,Yes,Two to four,Zero to two,More than three hours,Very comfortable,Very comfortable,,,,Liberal
50,45-59,Married,Female,Black,Some college,High school graduate,High school graduate,Slightly Liberal,"bladen, nc",-9.4,19.62,4.44,34720,20102,12676,3301,30096,0.4833,25.11202272,Kelly,"sampson, nc",-16.5,4.16,11.5,63873,39112,25435,5257,35490,0.4683,26.36249263,Clinton,24,Extremely Conservative,Slightly Liberal,Poor,Yes,Yes,No,Mainly a duty,Very strongly,Not at all,No,Yes,No,No,No,No,No,Yes,No,One to Four,A few times a year,Very involved,Often,A great deal,A great deal,A great deal,4,4,Very often,Public school,Very important,Very important,Very important,Often,Often,Rarely,Permanently disabled,0,3,0,0,Every week,Some of the time,Not comfortable at all,Always,Very comfortable,Very comfortable,No,None at all,Yes,Disagree,Never,Disagree,Govt should provide many more services,4,4,2,Occasionally,Yes,Four to six,Two to four,More than three hours,Very comfortable,Very comfortable,,,,Liberal
21,18-29,Single,Female,White,Some college,4-year,Post-grad,Moderate,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","boulder, co",48.3,15.28,36.8,,,,,,,,"Niwot, CO",18,Liberal,Liberal,Affluent,No,Yes,Yes,Mainly a duty,Moderately strongly,Moderately strongly,No,Yes,No,No,Yes,No,No,Yes,Yes,Five to ten,Every week,Moderately involved,Often,A great deal,A great deal,A little,4,4,Often,Public school,Very important,Very important,Somewhat important,Often,Not very often,Often,Student,,,,15,A few times a year,Most of the time,Very comfortable,About half the time,Somewhat comfortable,Not comfortable at all,No,A little,No,Disagree,Most of the time,Disagree,Govt should provide more services,5,5,2,Most of the time,Yes,Two to four,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Rarely,Rarely,Moderate
21,18-29,Single,Female,White,Some college,4-year,4-year,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","henrico, va",,,,,,,,,,,"Richmond, VA",18,Conservative,Liberal,Affluent,Yes,Yes,No,Mainly a duty,Moderately strongly,Moderately strongly,No,No,No,No,No,No,No,Yes,Yes,More than ten,Once or twice a month,Not at all,Not very often,A great deal,A great deal,A little,2,0,Very often,Public school,Somewhat important,Very important,Very important,Often,Rarely,Often,Student,15,15,1,20,A few times a year,Most of the time,Very comfortable,About half the time,Somewhat comfortable,Not too comfortable,No,A little,No,Agree,Some of the time,Agree,Govt should provide more services,5,5,4,Most of the time,Yes,Zero to two,Zero to two,Less than 1 hour,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
51,45-59,Married,Female,White,4-year,Some college,Post-grad,Slightly Liberal,"henrico, va",,,,,,,,,,,"Richmond, VA","henry, va",,,,,,,,,,,"Bassett, VA",27,Slightly Conservative,Liberal,Very affluent,No,Yes,No,Mainly a duty,Moderately strongly,Moderately strongly,No,No,No,No,Yes,No,No,No,No,Zero,Once or twice a month,A little involved,Rarely,A moderate amount,A great deal,A little,2,1,Often,Public school,Somewhat important,Not at all important,Not at all important,Rarely,Rarely,Very often,Full-time,60,5,5,,Once or twice a month,Most of the time,Very comfortable,About half the time,Very comfortable,Not too comfortable,No,A great deal,Yes,Disagree,Some of the time,Disagree,Govt should provide fewer services,5,5,2,Most of the time,Yes,Two to four,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Not very often,Liberal
54,45-59,Married,Male,White,4-year,4-year,4-year,Slightly Liberal,"henrico, va",,,,,,,,,,,"Richmond, VA","city of virginia beach, va",,,,,,,,,,,"Virginia Beach, VA",36,Extremely Conservative,Slightly Liberal,Poor,No,Yes,Yes,Mainly a choice,A little strongly,Very strongly,No,No,No,No,Yes,No,No,No,No,Zero,Never,Not at all,Rarely,A moderate amount,A little,A little,2,1,Rarely,Public school,Somewhat important,Not at all important,Not at all important,Rarely,Rarely,Rarely,Full-time,40,30,5,,A few times a year,Some of the time,Somewhat comfortable,Most of the time,Very comfortable,Somewhat comfortable,No,A great deal,Don't know,Agree,Some of the time,Disagree,Govt provides the right amount of services,5,4,4,Occasionally,No,,Zero to two,One to three,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
55,45-59,Married,Male,Black,4-year,Post-grad,4-year,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC","durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC",49,Liberal,Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,Not at all,No,Yes,Yes,Yes,No,No,No,Yes,No,One to Four,Almost every week,A little involved,Not very often,A great deal,A moderate amount,A little,4,4,Not very often,Public school,Very important,Somewhat important,Not at all important,Not very often,Rarely,Often,Full-time,55,6,2,,Every week,About half the time,Very comfortable,Most of the time,Not too comfortable,Not comfortable at all,No,None at all,No,Agree,Some of the time,Agree,Govt should provide more services,5,4,4,Occasionally,Yes,Zero to two,Two to four,Less than 1 hour,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
53,45-59,Married,Female,Black,Post-grad,No HS,No HS,Liberal,"durham, nc",59.6,15.1,45.78,288817,148213,135191,88719,52503,0.4774,22.04654896,"Durham, NC","beaufort, nc",-24.2,13.4,22.22,47561,33324,17885,5833,40391,0.4515,23.973721,"Aurora, NC",17,Conservative,Conservative,Very poor,Yes,Yes,Yes,Mainly a duty,Moderately strongly,A little strongly,No,Yes,Yes,Yes,No,No,No,Yes,No,Five to ten,Every week,Not at all,Rarely,A moderate amount,A great deal,A little,12,12,Not very often,Public school,Somewhat important,Not too important,Not at all important,Rarely,Rarely,Rarely,Full-time,50,3,0,,Every week,About half the time,Very comfortable,Most of the time,Not too comfortable,Not comfortable at all,No,A little,No,Disagree,About half the time,Agree,Govt should provide more services,4,4,4,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not comfortable at all,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
20,18-29,Single,Female,Asian,High school graduate,Post-grad,4-year,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","gwinnett, ga",5.8,34.4,17.84,859234,448872,379401,187266,60289,0.424,32.09597497,"Suwanee, GA",13,Liberal,Slightly Liberal,Affluent,Yes,Yes,Yes,Mainly a duty,Very strongly,A little strongly,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,More than ten,A few times a year,Not at all,Rarely,A great deal,A great deal,A moderate amount,3,1,Not very often,Public school,Very important,Somewhat important,Not at all important,Very often,Rarely,Often,Part-time,12,20,3,50,Once or twice a month,Some of the time,Very comfortable,Never,Somewhat comfortable,Not too comfortable,No,A little,Don't know,Strongly disagree,Some of the time,Disagree,Govt should provide more services,5,3,3,Most of the time,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not comfortable at all,Rarely,Rarely,Rarely,Liberal
20,18-29,Single,Female,Black,High school graduate,Post-grad,4-year,Liberal,"orange, nc",50.3,23.56,39.6,138644,103958,63362,47769,59290,0.5254,22.26799975,"Chapel Hill, NC","forsyth, nc",10.4,12.08,9.86,361684,242474,152608,78674,45471,0.4872,21.0878853,"Winston-Salem, NC",17,Slightly Conservative,Slightly Liberal,Poor,No,Yes,Yes,Mainly a duty,Moderately strongly,A little strongly,No,Yes,No,No,No,Yes,Yes,Yes,Yes,More than ten,Never,Not at all,Rarely,A moderate amount,A moderate amount,A little,3,1,Rarely,Public school,Not too important,Not too important,Not at all important,Very often,Rarely,Rarely,Part-time,15,23,6,30,A few times a year,About half the time,Somewhat comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A little,No,Agree,Never,Agree,Govt should provide more services,5,5,3,Most of the time,Yes,More than six,Zero to two,One to three,Not too comfortable,Not too comfortable,Often,Not very often,Rarely,Liberal
19,18-29,Single,Male,Mixed,Some college,Post-grad,4-year,Liberal,"wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Cary, NC","wake, nc",20.2,8.32,11.04,976019,660230,455690,312039,67309,0.4444,24.10351335,"Cary, NC",9,Slightly Conservative,Moderate,Middle class,Yes,Yes,Not old enough,Mainly a duty,Very strongly,Moderately strongly,No,Yes,No,No,Yes,No,No,Yes,Yes,More than ten,A few times a year,Not at all,Rarely,A great deal,A great deal,A great deal,3,1,Not very often,Public school,Somewhat important,Very important,Not at all important,Not very often,Rarely,Rarely,Student,12,4,0,35,Every week,Most of the time,Somewhat comfortable,Always,Somewhat comfortable,Somewhat comfortable,No,A moderate amount,Yes,Strongly agree,Some of the time,Disagree,Govt should provide more services,4,4,4,Occasionally,Yes,Zero to two,Zero to two,Less than 1 hour,Not too comfortable,Not too comfortable,Rarely,Rarely,Not very often,Liberal
